,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
F2217,9078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2218,9078.0,0.016323337946023354,0.08153661675697421,0.0,0.0,0.0,0.0,1.0,9.004254800852364,95.12849323202512
F2219,9078.0,0.002235007362414629,0.023792920149862014,0.0,0.0,0.0,0.0,0.666666667,16.077992351387483,297.2222431172907
F2220,9078.0,0.01408833058404935,0.07693567374921388,0.0,0.0,0.0,0.0,1.0,9.953711867441033,114.92157172643687
F2221,9078.0,4514.242430958423,58321.12608305097,0.0,0.0,0.0,0.0,3000000.0,30.334515764719622,1220.3481884868645
F2222,9078.0,1256.7187232012293,31066.387314885298,0.0,0.0,0.0,0.0,1701000.0,40.639336663629585,1887.6322299386868
F2223,9078.0,3257.5237078745927,40369.445049435046,0.0,0.0,0.0,0.0,1500000.0,23.31295095275389,673.3207091016307
F2224,9078.0,0.014107625769244328,0.05564337463869732,0.0,0.0,0.0,0.00307701,0.886597938,7.4284157156705515,71.60475895192013
F2225,9078.0,0.006754450550253361,0.04312703674960067,0.0,0.0,0.0,0.0,0.87628866,10.610094237718148,143.85293223857582
F2226,9078.0,0.0073531752198722185,0.030394688984165762,0.0,0.0,0.0,0.0,0.5625,8.286129729581846,93.07104926931677
F2227,9078.0,1291.1261166618863,22576.732389612214,0.0,0.0,0.0,1.1862000402500001,1393934.0,38.965487798054575,1946.6560484727815
F2228,9078.0,957.6949469132029,20887.330666175272,0.0,0.0,0.0,0.0,1393934.0,44.39175849443646,2498.1376733154666
F2229,9078.0,333.4311697384684,8599.520632157104,0.0,0.0,0.0,0.0,727618.0899,69.97343220769584,5695.7325580797315
F2231,2168.0,0.42007841328413287,0.8148548404563289,0.0,0.0,0.0,0.75,8.0,3.407043184801243,17.365163676280858
F2232,1290.0,0.4466666666666667,0.8043101823350304,0.0,0.0,0.0,0.86,8.0,3.1954410071403134,16.186350993275536
F2233,1180.0,0.2280593220338983,0.7615616382102194,0.0,0.0,0.0,0.0,13.0,8.023617265967157,98.12375022073819
F2234,2168.0,1.1281780442804428,27.8795938535597,0.0,0.0,0.0,0.42,1294.58,46.13184390490851,2140.8796209091806
F2235,1290.0,0.5486279069767442,1.7237479398001785,0.0,0.0,0.0,0.67,34.67,10.508980856761529,160.85555862836478
F2236,1180.0,0.7511779661016948,13.387495807232114,0.0,0.0,0.0,0.0,443.69,31.3074311727686,1023.1078021578105
F2237,558.0,1.0100179211469535,2.1808242556768835,0.0,0.0,0.5,1.0225,30.0,7.890951513977915,84.77133261811672
F2238,254.0,0.7474015748031496,2.031969084370972,0.0,0.0,0.0,1.0,22.0,7.172833118181107,63.99007560117035
F2239,494.0,0.8596153846153848,1.34967325842564,0.0,0.0,0.5,1.0,12.0,3.645426056867843,19.81069761506012
F2240,558.0,118.13709677419355,2398.003190871217,0.0,0.0,0.27,1.52,56350.44,23.25830401517162,545.7854241673807
F2241,254.0,36.24968503937008,382.680141964089,0.0,0.0,0.0,0.895,5881.27,14.411812371661197,217.9891040594241
F2242,494.0,62.54560728744939,1267.762815298463,0.0,0.0,0.25,1.3775,28175.22,22.207848035279344,493.45423331984955
F2243,8970.0,0.7303389074693423,0.8126853533338662,0.0,0.29,0.68,1.0,32.0,12.234449843355717,356.23520448333556
F2244,8456.0,0.8086423841059602,0.9806970942169168,0.0,0.23,0.67,1.0,24.75,6.3660225450401855,90.72161583724571
F2245,8680.0,0.785360599078341,2.166514584379309,0.0,0.27,0.67,1.0,173.75,62.03786988150297,4768.16161810236
F2246,8970.0,0.9527380156075808,19.42792561655335,0.0,0.02,0.36,0.87,1539.01,70.5040452081982,5159.758405337109
F2247,8456.0,633.3299597918639,32422.432124890973,0.0,0.01,0.37,0.92,2849712.0,81.43464029728351,7071.774366427471
F2248,8680.0,3.5619999999999994,162.17738947884382,0.0,0.02,0.35,0.83,12840.27,68.0176604718413,4978.766902384612
F2249,8606.0,0.7443388333720661,0.7499970627842456,0.0,0.33,0.69,1.0,24.0,8.394427238727808,182.3224978285117
F2250,7778.0,0.8494214451015685,0.9389659827121645,0.0,0.33,0.71,1.05,19.0,5.073174604169539,53.289883012236814
F2251,8323.0,0.8175838039168569,3.958140017697606,0.0,0.31,0.67,1.0,347.0,80.99125385895735,7041.33843705643
F2252,8606.0,0.8755763420869163,11.254216313604097,0.0,0.05,0.4,0.89,1000.0,82.46235808276573,7242.58584652264
F2253,7778.0,1072.502233221908,48380.65489512389,0.0,0.05,0.45,0.96,3055334.75,58.990469580458566,3591.377062017791
F2254,8323.0,1.2524366214105491,44.018656279981826,0.0,0.04,0.38,0.85,3992.54,89.6608509024026,8125.505530379582
F2255,8606.0,0.7443388333720661,0.7499970627842456,0.0,0.33,0.69,1.0,24.0,8.394427238727808,182.3224978285117
F2256,7778.0,0.8494214451015685,0.9389659827121645,0.0,0.33,0.71,1.05,19.0,5.073174604169539,53.289883012236814
F2257,8323.0,0.8175838039168569,3.958140017697606,0.0,0.31,0.67,1.0,347.0,80.99125385895735,7041.33843705643
F2258,8606.0,0.8755763420869163,11.254216313604097,0.0,0.05,0.4,0.89,1000.0,82.46235808276573,7242.58584652264
F2259,7778.0,1072.502233221908,48380.65489512389,0.0,0.05,0.45,0.96,3055334.75,58.990469580458566,3591.377062017791
F2260,8323.0,1.2524366214105491,44.018656279981826,0.0,0.04,0.38,0.85,3992.54,89.6608509024026,8125.505530379582
F2261,966.0,0.4766459627329193,0.7713619829396677,0.0,0.0,0.0,1.0,7.0,2.7925873803872423,12.606505637689951
F2262,966.0,0.4766459627329193,0.7713619829396677,0.0,0.0,0.0,1.0,7.0,2.7925873803872423,12.606505637689951
F2263,966.0,0.6830952380952381,2.7108201625365353,0.0,0.0,0.0,0.72,70.05,18.525518726751,450.1464970446122
F2264,966.0,0.6830952380952381,2.7108201625365353,0.0,0.0,0.0,0.72,70.05,18.525518726751,450.1464970446122
F2265,927.0,0.2683387270765912,0.7518385252681772,0.0,0.0,0.0,0.0,8.0,4.732809786121759,31.3425843785078
F2266,925.0,0.26056216216216216,0.7236163896034137,0.0,0.0,0.0,0.0,7.0,4.464938195591118,26.98524866123501
F2267,927.0,25.907346278317153,535.7355499092614,0.0,0.0,0.0,0.0,15767.24,27.819263199498444,809.4061624841992
F2268,4.0,0.0125,0.025,0.0,0.0,0.0,0.0125,0.05,1.9999999999999998,4.0000000000000036
F2269,925.0,25.54787027027027,534.1882343851503,0.0,0.0,0.0,0.0,15767.24,28.047990800304035,820.070249810491
F2270,1091.0,0.3692025664527956,0.8201445421011845,0.0,0.0,0.0,0.5,11.0,4.43532447582965,34.99752586125762
F2271,36.0,0.9041666666666666,1.9989774171525085,0.0,0.0,0.0,1.0,11.0,4.119226020091964,19.429064248337028
F2272,1065.0,0.34922065727699525,0.7411121577736689,0.0,0.0,0.0,0.4,7.0,3.1876944505340763,14.176568139259086
F2273,1091.0,13.606306141154903,226.0982683016467,0.0,0.0,0.0,0.25,5994.53,21.289409516531997,502.29497678393443
F2274,36.0,1.0811111111111111,3.5254152969363792,0.0,0.0,0.0,1.005,21.1,5.529147854748708,32.00290304400963
F2275,1065.0,10.906929577464787,207.43530079937042,0.0,0.0,0.0,0.21,5994.53,24.98310497085892,678.7247415549684
F2276,481.0,0.326029106029106,0.7828115934359562,0.0,0.0,0.0,0.0,5.0,3.5269264996422613,14.713751857944228
F2277,46.0,0.2082608695652174,0.7783352729392709,0.0,0.0,0.0,0.0,5.0,5.502483328256136,33.38119655861857
F2278,442.0,0.3159502262443439,0.7663969518248285,0.0,0.0,0.0,0.0,5.0,3.5115258503588116,14.664179979829468
F2279,481.0,523.0642827442828,11319.573548464861,0.0,0.0,0.0,0.0,248259.22,21.93029038788487,480.9582274612557
F2280,46.0,0.39282608695652177,1.2893661889014019,0.0,0.0,0.0,0.0,7.63,4.579189711751773,23.339405214539287
F2281,442.0,6.026742081447965,71.16393742490233,0.0,0.0,0.0,0.0,1169.19,14.654901727230516,220.74553952115068
F2282,6064.0,0.7707338390501318,1.3019922968366493,0.0,0.0,0.57,1.0,48.0,14.28199368432594,390.4259254836317
F2283,5240.0,0.7929828244274808,1.122157640562076,0.0,0.0,0.63,1.0,44.0,13.3561906076574,436.10435687126744
F2284,3138.0,0.8779859783301466,6.331898813100057,0.0,0.0,0.5,1.0,342.5,50.45632775010954,2706.365446202125
F2285,6064.0,243.63764511873353,11403.583502500802,0.0,0.0,0.38,0.99,686720.0,54.86250501360318,3076.6981057041517
F2286,5240.0,171.40703053435115,7850.870859067378,0.0,0.0,0.41,1.01,552948.0,67.10104818903505,4697.536955581199
F2287,3138.0,2.0705449330783936,66.11619358461283,0.0,0.0,0.36,0.98,3700.0,55.81252001678096,3122.4979850209065
F2288,6601.0,0.8056794425087108,0.8673653399720911,0.0,0.41,0.73,1.02,30.0,11.950472025927098,291.4879435161625
F2289,5678.0,0.9142796759422332,1.1415897987480914,0.0,0.29,0.71,1.11,30.0,6.388485882242231,97.59610727989931
F2290,5734.0,0.8245901639344263,0.8729133437625349,0.0,0.42,0.71,1.04,31.5,11.838672776505089,314.6110316903639
F2291,6601.0,5.394900772610211,252.27653984826276,0.0,0.13,0.47,0.89,20001.0,76.0468764207508,5990.451278482635
F2292,5678.0,96.4896900317013,2631.3106728945136,0.0,0.07,0.51,1.1,160967.0,46.88715947818238,2605.0660839053066
F2293,5734.0,22.601158004883153,1484.6056650786863,0.0,0.12,0.43,0.85,112238.0,75.36055930701751,5696.539144452514
F2294,4390.0,0.7420660592255125,1.1131609539388618,0.0,0.0,0.5,1.0,23.0,6.026861740433963,75.74137378748229
F2295,3936.0,0.7595376016260162,0.9608176259846533,0.0,0.0,0.57,1.0,11.0,3.2184291328124814,19.19231879219659
F2296,1054.0,0.7490512333965842,3.317902638927073,0.0,0.0,0.0,0.5,76.33,14.187449968155331,276.9753371143915
F2297,4390.0,15.871079726651482,529.6759142586594,0.0,0.0,0.22,1.0,30536.89,49.0458659110824,2636.4603255163843
F2298,3936.0,18.02952489837398,559.5852234157577,0.0,0.0,0.32,1.04,30536.89,46.38526424180819,2359.9199511799925
F2299,1054.0,2.1474098671726756,31.705087599699105,0.0,0.0,0.0,0.2875,994.09,29.443302698204253,913.7726416821026
F2300,1295.0,0.6927953667953668,1.0401073987362428,0.0,0.0,0.4,1.0,14.0,4.301346622815448,36.08169025751826
F2301,555.0,0.6634774774774775,0.9475910827204882,0.0,0.0,0.25,1.0,6.0,2.0894128500379985,5.569913435282745
F2302,1001.0,0.6500099900099899,0.9311758694790689,0.0,0.0,0.36,1.0,12.5,3.855432680721761,31.782021885447367
F2303,1295.0,83.9401003861004,2973.343525964208,0.0,0.0,0.15,0.96,107000.0,35.98572661818514,1294.9816501921334
F2304,555.0,203.20277477477478,4544.830467744597,0.0,0.0,0.1,0.95,107000.0,23.507031110134346,553.344665910887
F2305,1001.0,1.9479920079920081,22.631271331145676,0.0,0.0,0.17,0.94,665.0,26.085926158884153,744.6712142795329
F2306,238.0,0.3939915966386555,0.7094667516233889,0.0,0.0,0.0,0.67,4.0,2.3587355503452794,6.3462463150934765
F2307,238.0,0.3947058823529412,0.7101646846855556,0.0,0.0,0.0,0.67,4.0,2.3516528505297845,6.303655530244479
F2308,238.0,2.4562605042016803,22.57329329861625,0.0,0.0,0.0,0.355,341.4,14.48214311510723,217.11585356492756
F2309,238.0,2.456764705882353,22.57325434782446,0.0,0.0,0.0,0.355,341.4,14.48215090832926,217.11605712192755
F2310,79.0,0.0189873417721519,0.12514191878709158,0.0,0.0,0.0,0.0,1.0,7.080044570850011,52.192300464442006
F2311,79.0,0.0189873417721519,0.12514191878709158,0.0,0.0,0.0,0.0,1.0,7.080044570850011,52.192300464442006
F2312,0.0,,,,,,,,,
F2313,79.0,118.39620253164559,1052.3239083343403,0.0,0.0,0.0,0.0,9353.26,8.888194417065463,78.99999999699824
F2314,79.0,118.39620253164559,1052.3239083343403,0.0,0.0,0.0,0.0,9353.26,8.888194417065463,78.99999999699824
F2315,1064.0,0.38839285714285715,1.3655200876824425,0.0,0.0,0.0,0.2,30.0,11.939869325155275,220.9389393157789
F2316,286.0,0.3115034965034965,0.92051368858096,0.0,0.0,0.0,0.0,8.0,5.249155381666788,33.52288596832678
F2317,845.0,0.3418934911242603,0.9771721280252205,0.0,0.0,0.0,0.11,13.0,5.866730363052771,50.60585864584393
F2318,1064.0,2.667236842105263,62.050381935040484,0.0,0.0,0.0,0.03,2013.97,32.11712928986393,1041.3900968952655
F2319,286.0,3.828356643356643,59.76718900157136,0.0,0.0,0.0,0.0,1010.93,16.905509982096635,285.8632859419462
F2320,845.0,17.03676923076923,473.5845400686533,0.0,0.0,0.0,0.0,13766.23,29.062000735446556,844.7314225120789
F2321,1004.0,0.5635258964143426,0.9907414458319717,0.0,0.0,0.0,1.0,8.0,2.9331572796270304,12.065046891991337
F2322,305.0,0.6914098360655737,1.1222362158855144,0.0,0.0,0.0,1.0,9.0,3.0471696629503278,14.047759737711477
F2323,750.0,0.4204533333333334,0.8529471767567666,0.0,0.0,0.0,0.6525000000000001,8.0,3.5974559265093835,20.003358663318785
F2324,1004.0,1617.0962151394424,34481.85972711685,0.0,0.0,0.0,0.7324999999999999,772575.0,22.331913174366353,498.27908287256065
F2325,305.0,5080.383213114754,62457.26158240507,0.0,0.0,0.0,1.0,772575.0,12.287735930456424,149.9724197699962
F2326,750.0,3.8599733333333335,45.141363951315604,0.0,0.0,0.0,0.395,982.86,17.79492481211792,346.75965746484775
F2327,2627.0,0.5105329272934908,0.8130165482985148,0.0,0.0,0.0,1.0,8.0,2.368275268416223,9.044428130074186
F2328,1591.0,0.5414079195474544,0.8288547248345982,0.0,0.0,0.0,1.0,6.0,2.0784920304640586,5.919862985754417
F2329,1471.0,0.3223385452073419,0.6793387918798044,0.0,0.0,0.0,0.25,4.0,2.568065154076741,7.137357965006869
F2330,2627.0,1.0078454510848875,6.2444049779203255,0.0,0.0,0.0,0.725,170.2,18.723211951836223,418.74779733081897
F2331,1591.0,1.1602514142049025,12.974251319256988,0.0,0.0,0.0,0.865,500.0,36.01276025708559,1377.5254199675278
F2332,1471.0,1.4250645819170629,25.3852269718865,0.0,0.0,0.0,0.02,937.5,34.55173932422731,1262.2572340960232
F2333,804.0,2.104726368159204,8.551910322357518,0.0,0.0,1.0,2.0,199.0,18.070655997393985,383.3237990901384
F2334,433.0,1.6016397228637413,2.9344581712453857,0.0,0.0,0.5,1.67,23.0,3.2307244057694935,12.956043033739904
F2335,686.0,1.2229883381924198,1.9790822078087773,0.0,0.0,0.83,1.565,25.0,5.431266971793787,46.2500030535968
F2336,804.0,24.416044776119403,352.8871916154716,0.0,0.0,0.73,2.62,9675.03,25.746809402008534,699.5387753635002
F2337,433.0,29.981478060046193,563.7821421675015,0.0,0.0,0.16,1.61,11731.27,20.79186691887259,432.52872257384286
F2338,686.0,6.061355685131195,54.805276332903,0.0,0.0,0.515,1.7575,1301.72,20.404871947528363,464.7712840453418
F2339,9007.0,0.8910425224825136,0.7780932917280761,0.0,0.41,0.89,1.22,24.12,6.145129019867233,123.69189928697179
F2340,8691.0,0.9566540098952938,1.0175653211507936,0.0,0.36,0.88,1.27,25.21,7.014171544014155,113.50666337462314
F2341,8723.0,0.9312954258855897,0.8547445286866847,0.0,0.41,0.9,1.26,21.14,5.374044305018196,79.94257910368418
F2342,9007.0,1.2802109470411902,30.869243147623955,0.0,0.05,0.51,1.04,2732.77,79.64081294212733,6870.053352552288
F2343,8691.0,769.1970854907375,42758.10619143284,0.0,0.04,0.5,1.06,3681744.85,76.46709070311852,6385.838237734843
F2344,8723.0,0.9526688066032329,5.9169977427188805,0.0,0.07,0.54,1.07,332.35,38.13455730352533,1751.7532293472077
F2345,8679.0,0.9119299458462956,0.7734323649271089,0.0,0.46,0.9,1.23,24.0,6.0499122546479365,121.981407424006
F2346,8057.0,1.005715526871044,1.0128970772368355,0.0,0.48,0.92,1.3,25.11,7.199497035581815,118.71521661149669
F2347,8387.0,0.9492679146297842,0.8657520869204614,0.0,0.44,0.91,1.26,21.0,5.433962069058043,77.94355711161163
F2348,8679.0,1.6282497983638669,35.81064304958903,0.0,0.09,0.55,1.06,2732.77,59.769987867194644,4140.92115584371
F2349,8057.0,759.0758843241902,43610.621676827686,0.0,0.1,0.59,1.11,3681744.85,77.0458106160393,6353.116693233384
F2350,8387.0,1.075198521521402,9.07099722568096,0.0,0.1,0.57,1.09,447.02,39.60784971788355,1744.882258898818
F2351,8679.0,0.9119299458462956,0.7734323649271089,0.0,0.46,0.9,1.23,24.0,6.0499122546479365,121.981407424006
F2352,8057.0,1.005715526871044,1.0128970772368355,0.0,0.48,0.92,1.3,25.11,7.199497035581815,118.71521661149669
F2353,8387.0,0.9492679146297842,0.8657520869204614,0.0,0.44,0.91,1.26,21.0,5.433962069058043,77.94355711161163
F2354,8679.0,1.6282497983638669,35.81064304958903,0.0,0.09,0.55,1.06,2732.77,59.769987867194644,4140.92115584371
F2355,8057.0,759.0758843241902,43610.621676827686,0.0,0.1,0.59,1.11,3681744.85,77.0458106160393,6353.116693233384
F2356,8387.0,1.075198521521402,9.07099722568096,0.0,0.1,0.57,1.09,447.02,39.60784971788355,1744.882258898818
F2357,1325.0,0.7804000000000002,1.147992957650747,0.0,0.0,0.4,1.0,13.0,3.028196788176361,16.246878757582223
F2358,1325.0,0.7804000000000002,1.147992957650747,0.0,0.0,0.4,1.0,13.0,3.028196788176361,16.246878757582223
F2359,1325.0,1.1777584905660377,4.476366560630806,0.0,0.0,0.23,1.13,99.59,15.038321638650451,286.5397677886872
F2360,0.0,,,,,,,,,
F2361,1325.0,1.1777584905660377,4.476366560630806,0.0,0.0,0.23,1.13,99.59,15.038321638650451,286.5397677886872
F2362,1352.0,0.4058801775147929,0.9252555421873737,0.0,0.0,0.0,0.5,10.0,4.254511923514709,26.653991885701302
F2363,1348.0,0.40155786350148365,0.9098356103042807,0.0,0.0,0.0,0.5,9.0,4.159926249295822,25.134162341210043
F2364,1352.0,11.853920118343193,147.16466483311444,0.0,0.0,0.0,0.15,3999.75,19.912904472779207,465.0051111371179
F2365,16.0,0.21625,0.4184236290332243,0.0,0.0,0.0,0.25,1.66,3.0641108818575367,10.50133573912554
F2366,1348.0,12.388256676557862,152.46434357358388,0.0,0.0,0.0,0.12,3999.75,18.970905949380384,418.5590953674297
F2367,1388.0,0.592514409221902,1.2464317129040066,0.0,0.0,0.0,1.0,21.0,5.7017144920475635,62.596019348496554
F2368,54.0,0.8537037037037036,2.9030772848604665,0.0,0.0,0.0,1.0,21.0,6.565258742616816,45.86973644018342
F2369,1347.0,0.5778396436525611,1.1299195270965046,0.0,0.0,0.0,1.0,10.0,3.534427754128591,17.86372627783039
F2370,1388.0,15.002240634005764,369.1699259517272,0.0,0.0,0.0,0.76,13430.17,34.886769310627564,1261.0172412195834
F2371,54.0,1.7785185185185188,6.399694098646776,0.0,0.0,0.0,1.08,44.6,5.992679087737859,39.38391826848547
F2372,1347.0,5.443422420193022,81.45455298157624,0.0,0.0,0.0,0.755,2375.1,23.40652531272925,607.2660077844257
F2373,1144.0,0.42274475524475524,0.9318011333519349,0.0,0.0,0.0,1.0,14.0,5.627268011861622,56.10512636927339
F2374,73.0,0.4226027397260274,0.949371176968764,0.0,0.0,0.0,0.62,7.0,4.945058515826814,32.05418164782847
F2375,1092.0,0.3969871794871795,0.8844793648562782,0.0,0.0,0.0,0.8875,14.0,5.8648325140627735,64.4929388705576
F2376,1144.0,278.6812325174825,5992.669753643405,0.0,0.0,0.0,0.06,193470.55,30.04669757921846,952.8178953718493
F2377,73.0,1.298904109589041,5.951438565974298,0.0,0.0,0.0,0.63,49.15,7.509215822577202,60.10430216845302
F2378,1092.0,291.2412179487179,6133.500002750225,0.0,0.0,0.0,0.05,193470.55,29.356169669844792,909.5107513359026
F2379,6508.0,0.9587246465888137,1.2811076311733072,0.0,0.19,0.83,1.26,33.0,7.553895756305665,114.99511744070104
F2380,5810.0,1.0086574870912222,1.3144516412940501,0.0,0.26,0.89,1.31,33.0,7.497362754924441,113.18026861475103
F2381,3317.0,0.8916822429906542,1.4144617757022748,0.0,0.0,0.7,1.23,27.25,7.808498219889643,105.15872552540863
F2382,6508.0,811.8467639827904,47554.3866217513,0.0,0.01,0.52,1.16,3673744.85,72.53739518994809,5508.081243273127
F2383,5810.0,5050.375351118761,324984.09500671946,0.0,0.03,0.55,1.2,24490500.0,73.90087733310607,5552.842356625239
F2384,3317.0,7.742821826952064,277.0960131209241,0.0,0.0,0.53,1.2,14800.0,48.87149660698481,2514.082150189277
F2385,6714.0,1.0222207327971402,1.182592406945181,0.0,0.56,0.95,1.28,50.0,17.252845195804095,559.8524872484473
F2386,6126.0,1.1510104472739144,1.451441116106158,0.0,0.45,0.95,1.39,32.0,7.022127270402422,94.13665660702702
F2387,5790.0,1.0385630397236614,0.9113841572777627,0.0,0.6,0.95,1.3,21.5,6.417585450159684,90.57444334131854
F2388,6714.0,31.180296395591295,1250.269598126306,0.0,0.21,0.66,1.1275,78002.0,50.61098871368546,2779.110054279223
F2389,6126.0,1167.106834802481,75009.52433318776,0.0,0.16,0.68,1.37,5860001.0,77.83249295108423,6079.743755660627
F2390,5790.0,2.709126079447323,99.17716298817379,0.0,0.21,0.64,1.1,7172.8,67.48183672146172,4771.637391048166
F2391,5039.0,0.936517166104386,1.2558156081433443,0.0,0.0,0.75,1.25,18.0,4.386785023817768,34.14538975392942
F2392,4606.0,0.9539491966999567,1.2419599990858927,0.0,0.0,0.86,1.29,31.0,7.0945046416543445,116.3557361848371
F2393,1259.0,1.0294996028594123,4.678754283064623,0.0,0.0,0.0,1.0,124.0,17.5842425192857,409.5062527624278
F2394,5039.0,73.28112720777932,2873.6937386662935,0.0,0.0,0.4,1.18,160000.0,47.36323329974679,2373.928510748114
F2395,4606.0,59.50239904472427,2534.4123034114436,0.0,0.0,0.49,1.2375,160000.0,57.74488675282748,3521.9236670284354
F2396,1259.0,3.354471803018268,26.362622609398848,0.0,0.0,0.0,0.735,515.17,14.816057613663364,253.29143015753758
F2397,1487.0,0.8394821788836583,1.3252554291183385,0.0,0.0,0.5,1.07,16.0,4.791801036843533,36.46605288050499
F2398,701.0,0.8179600570613409,1.2528502264160923,0.0,0.0,0.4,1.11,14.0,3.5808624069543282,22.69577301754363
F2399,1143.0,0.8573490813648295,1.4597243423395674,0.0,0.0,0.5,1.0,18.0,5.3843416264821915,43.5099190466035
F2400,1487.0,12.980450571620711,364.9781823112935,0.0,0.0,0.26,1.04,13876.26,37.062179771790255,1404.133244445832
F2401,701.0,358.51818830242513,7772.682637476845,0.0,0.0,0.2,1.0,200000.0,24.622440858349506,626.2664293390372
F2402,1143.0,8.03498687664042,189.58202148002928,0.0,0.0,0.28,1.045,6278.62,32.00511489836727,1052.3187280121815
F2403,335.0,0.8126268656716419,1.295090323946661,0.0,0.0,0.17,1.0,8.0,2.74613149106343,9.576172573212904
F2404,335.0,0.8118507462686568,1.295562731799539,0.0,0.0,0.17,1.0,8.0,2.7450468847031764,9.56455430457755
F2405,335.0,1.860597014925373,7.9941774620783,0.0,0.0,0.01,1.07,85.92,8.713487717634361,83.31783575454374
F2406,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2407,335.0,1.858626865671642,7.994400691748829,0.0,0.0,0.01,1.07,85.92,8.713491144628023,83.31688647691989
F2408,144.0,0.3333333333333333,0.5052175325983406,0.0,0.0,0.0,1.0,2.0,1.0815176881297688,-0.06500302285238035
F2409,144.0,0.3333333333333333,0.5052175325983406,0.0,0.0,0.0,1.0,2.0,1.0815176881297688,-0.06500302285238035
F2410,144.0,0.7152777777777778,4.189486165139387,0.0,0.0,0.0,1.0,49.88,11.470719434932668,135.26084217314903
F2411,144.0,0.7152777777777778,4.189486165139387,0.0,0.0,0.0,1.0,49.88,11.470719434932668,135.26084217314903
F2412,1439.0,0.5613829047949965,1.857344543653193,0.0,0.0,0.0,0.74,49.0,15.130913976893337,343.89307257695896
F2413,364.0,0.4336538461538461,1.1694292836868738,0.0,0.0,0.0,0.5,11.2,5.686675981389071,42.18779470827067
F2414,1177.0,0.5385301614273577,1.3706804622428266,0.0,0.0,0.0,0.75,21.0,7.217200289949695,79.83909691269857
F2415,1439.0,48.72083391243919,1659.7312501083093,0.0,0.0,0.0,0.36,62919.77,37.85266033654751,1434.8161019025204
F2416,364.0,2.4080494505494503,24.291196838428476,0.0,0.0,0.0,0.18,326.02,13.122088610377094,173.46422865989817
F2417,1177.0,61.24184367034834,1836.9445719155626,0.0,0.0,0.0,0.36,62919.77,34.13418580150903,1168.873008927013
F2418,1583.0,0.8557422615287428,1.3874526000360667,0.0,0.0,0.33,1.0,17.0,3.8322987231851746,25.816288393756878
F2419,483.0,1.0819875776397516,1.6694630363445857,0.0,0.0,0.7,1.34,17.0,4.152772891592316,27.209119940442204
F2420,1218.0,0.6694745484400656,1.1199515277803997,0.0,0.0,0.0,1.0,10.0,2.834113205209952,11.494920476657423
F2421,1583.0,66.78355022109919,1061.9515917617975,0.0,0.0,0.02,1.16,33865.33,25.252977817981886,724.1807746086433
F2422,483.0,88.95639751552795,1553.3337371535863,0.0,0.0,0.34,2.2750000000000004,33865.33,21.457701278729488,466.70838977430645
F2423,1218.0,4.685090311986864,40.59193293531202,0.0,0.0,0.0,1.0,1050.85,19.35137103571766,440.2796089291607
F2424,2168.0,1.2620756457564575,2.100099549313181,0.0,0.0,0.0,2.0,22.0,3.474879238065234,21.01623547457411
F2425,1290.0,1.4527364341085274,2.2930667653538825,0.0,0.0,0.0,2.4450000000000003,22.0,3.1301591643476585,17.125787103215835
F2426,1180.0,0.6430847457627119,1.5731712652989158,0.0,0.0,0.0,1.0,21.0,5.809089851501572,53.492422497667654
F2427,2168.0,2.3911946494464944,30.68213540253003,0.0,0.0,0.0,1.8,1401.58,43.92182616080104,1998.804747568249
F2428,1290.0,1.9129612403100777,5.553395880828459,0.0,0.0,0.0,2.2975,114.91,10.592078128700082,166.7999931985587
F2429,1180.0,2.425906779661017,34.06096196602021,0.0,0.0,0.0,0.44,937.5,24.003202640790665,604.8225220371613
F2430,558.0,4.465322580645161,10.172035388025948,0.0,0.8374999999999999,2.0,5.0,136.0,8.218686290579676,85.37203959018582
F2431,254.0,3.2215748031496063,7.675260542005268,0.0,0.0,1.0,3.0,75.67,5.918770502160962,44.761713742980355
F2432,494.0,3.125,4.4551981058390435,0.0,0.6174999999999999,2.0,4.0,52.0,4.622662129293737,35.7017487620107
F2433,558.0,154.1172759856631,2467.924106022,0.0,0.305,2.33,7.255,57770.68,22.960816924780676,536.1794142127002
F2434,254.0,48.312559055118115,403.32210954762587,0.0,0.0,0.56,2.9875,5881.27,12.689508917818227,176.7278484321346
F2435,494.0,87.85163967611338,1341.0209115918046,0.0,0.1825,1.97,5.4,29595.46,21.71464404469313,478.3225085685212
F2436,8970.0,2.3878439241917504,2.416610156710079,0.0,1.09,2.25,3.2,114.0,14.25939074927592,545.0288660258658
F2437,8456.0,2.613677861873226,2.6379520804984313,0.0,1.0,2.25,3.43,53.0,4.5423389978589235,45.64194451007802
F2438,8680.0,2.5836682027649767,5.925253316944748,0.0,1.07,2.26,3.29,470.0,60.05233470679583,4555.224666064126
F2439,8970.0,4.069594202898551,146.94027279330905,0.0,0.25,1.3,2.71,13667.83,90.14102045313935,8345.888959500871
F2440,8456.0,974.3388422421951,37041.495518276,0.0,0.23,1.39,2.91,2949822.0,65.21957779033353,4896.131393711147
F2441,8680.0,14.872319124423962,708.0027494238325,0.0,0.24,1.29,2.68,47080.98,64.23072701890815,4185.6470669369
F2442,8606.0,2.438446432721357,2.36597728679944,0.0,1.2,2.3,3.22,114.0,15.222229931033871,614.7075482627458
